Parc.;Variedad;Area;Mean;StdDev;Min;Max;%Area;MinThr;MaxThr
539;QUC 3524-2022;480;44.0332;2.2287;39.5303;51.248;100;-3.40E+38;3.40E+38
540;QUC 3412-2020;480;43.0425;1.5926;39.3187;48.7598;100;-3.40E+38;3.40E+38
541;QUC 3605-2020;472;43.4426;2.8869;39.255;54.1069;100;-3.40E+38;3.40E+38
542;QUC 3628-2020;480;43.4931;1.9635;39.6898;52.4248;100;-3.40E+38;3.40E+38
543;QUC 3408-2020;480;44.6651;2.1885;40.2825;51.7174;100;-3.40E+38;3.40E+38
544;QUC 3561-2020;488;44.0392;2.2475;39.2483;48.6443;100;-3.40E+38;3.40E+38
545;QUC 3534-2022;496;43.7685;1.593;40.1632;48.3014;100;-3.40E+38;3.40E+38
546;QUC 3507-2020;496;44.192;1.7851;40.2814;48.2082;100;-3.40E+38;3.40E+38
547;QUC 3517-2017  ;496;43.878;1.8342;39.2827;49.7276;100;-3.40E+38;3.40E+38
548;QUC 3604-2020;496;44.6684;2.0432;40.5232;51.4489;100;-3.40E+38;3.40E+38
549;QUC 3621-2020;490;45.8055;2.4043;41.4783;53.8074;100;-3.40E+38;3.40E+38
550;QUC 3679-2016  ;481;45.1966;3.173;39.324;53.837;100;-3.40E+38;3.40E+38
551;QUC 3602-2020;496;45.0425;2.5641;40.4676;53.5861;100;-3.40E+38;3.40E+38
552;QUC 3586-2016;495;44.5928;2.2263;40.2671;53.2462;100;-3.40E+38;3.40E+38
553;QUC 3531-2018;496;45.0521;2.205;40.6536;52.3938;100;-3.40E+38;3.40E+38
554;QUC 3597-2020;458;42.6491;1.9355;39.2503;47.6221;100;-3.40E+38;3.40E+38
555;QUC 3404-2020;496;45.0353;2.719;39.7701;52.1717;100;-3.40E+38;3.40E+38
556;QUC 3317-2019;481;43.2913;2.6785;39.2871;51.1471;100;-3.40E+38;3.40E+38
557;QUC 4480-2021;451;43.0964;2.2674;39.335;50.8033;100;-3.40E+38;3.40E+38
558;QUC 3584-2018;451;43.9047;2.5956;39.2301;50.3896;100;-3.40E+38;3.40E+38
559;QUC 4423-2021;479;44.6639;2.4576;39.5545;50.796;100;-3.40E+38;3.40E+38
560;QUC 4544-2021;480;44.1324;2.4041;40.0822;52.5337;100;-3.40E+38;3.40E+38
561;QUC 3629-2020;470;43.4316;1.7131;39.2571;48.0816;100;-3.40E+38;3.40E+38
562;QUC 3556-2018;410;43.1671;3.1321;39.2585;52.0199;100;-3.40E+38;3.40E+38
563;QUC 3489-2018  ;480;45.1671;2.4381;40.2321;53.8563;100;-3.40E+38;3.40E+38
564;QUC 3601-2020;480;42.9079;1.7746;39.7615;49.7599;100;-3.40E+38;3.40E+38
565;QUC 3207-2020;480;45.1259;2.1181;40.8425;53.0789;100;-3.40E+38;3.40E+38
566;QUC 4553-2021;455;46.9662;3.4412;40.4375;54.2339;100;-3.40E+38;3.40E+38
567;QUC 3410-2020;480;43.6482;1.7946;39.5828;48.7657;100;-3.40E+38;3.40E+38
568;QUC 3594-2020;480;44.4478;2.4251;40.3997;53.5318;100;-3.40E+38;3.40E+38
569;QUC 3413-2020;469;43.9975;2.7678;39.6223;54.2643;100;-3.40E+38;3.40E+38
570;QUC 3401-2018;459;46.1035;2.5374;40.5952;53.8905;100;-3.40E+38;3.40E+38
571;QUC 3218-2020;452;47.3975;2.3055;42.6389;54.0779;100;-3.40E+38;3.40E+38
572;QUC 3328-2019;462;48.5073;2.119;43.1597;53.9199;100;-3.40E+38;3.40E+38
573;QUC 3543-2020;464;48.01;2.2426;42.3402;53.3281;100;-3.40E+38;3.40E+38
574;QUC 3643-2020;450;47.3146;2.3335;43.2547;54.1305;100;-3.40E+38;3.40E+38
575;QUC 3518-2022;484;47.9329;2.2962;42.9704;53.499;100;-3.40E+38;3.40E+38
576;QUC 3663-2020;454;43.7663;2.3033;39.2342;49.8077;100;-3.40E+38;3.40E+38
577;QUC 3613-2017;464;44.4134;2.0371;40.0249;50.9194;100;-3.40E+38;3.40E+38
578;QUC 3305-2019;464;46.9818;1.8289;42.4353;52.2027;100;-3.40E+38;3.40E+38
