Parc.;Variedad;Area;Mean;StdDev;Min;Max;%Area;MinThr;MaxThr
540;QUC 3412-2020;730;27.1757;0.6309;26.1011;29.1654;100;-3.40E+38;3.40E+38
541;QUC 3605-2020;731;27.6123;0.707;25.321;29.5439;100;-3.40E+38;3.40E+38
542;QUC 3628-2020;740;28.6963;0.9571;25.5319;31.271;100;-3.40E+38;3.40E+38
543;QUC 3408-2020;740;28.4817;0.7771;26.2461;30.7783;100;-3.40E+38;3.40E+38
544;QUC 3561-2020;730;26.5828;0.5473;25.2985;28.4061;100;-3.40E+38;3.40E+38
545;QUC 3534-2022;720;25.6694;0.2048;25.0468;26.6667;100;-3.40E+38;3.40E+38
546;QUC 3507-2020;720;28.6933;0.6959;26.8716;30.7832;100;-3.40E+38;3.40E+38
547;QUC 3517-2017  ;731;27.0666;0.6872;25.7475;29.2012;100;-3.40E+38;3.40E+38
548;QUC 3604-2020;730;27.4851;0.6283;24.7456;29.2648;100;-3.40E+38;3.40E+38
549;QUC 3621-2020;720;26.9261;0.8979;23.9146;29.5068;100;-3.40E+38;3.40E+38
550;QUC 3679-2016  ;720;24.2908;0.4534;23.6633;26.1712;100;-3.40E+38;3.40E+38
551;QUC 3602-2020;720;24.9275;0.5731;23.4947;26.7032;100;-3.40E+38;3.40E+38
552;QUC 3586-2016;720;27.0525;1.0203;24.7723;31.5816;100;-3.40E+38;3.40E+38
553;QUC 3531-2018;726;27.8456;1.1024;26.3282;32.4014;100;-3.40E+38;3.40E+38
554;QUC 3597-2020;731;27.9839;1.3345;24.4868;30.6874;100;-3.40E+38;3.40E+38
555;QUC 3404-2020;704;29.8183;0.9267;27.3442;32.3994;100;-3.40E+38;3.40E+38
556;QUC 3317-2019;720;28.4455;0.9206;25.8864;31.5729;100;-3.40E+38;3.40E+38
557;QUC 4480-2021;730;29.5958;0.7255;28.0782;32.3891;100;-3.40E+38;3.40E+38
558;QUC 3584-2018;659;30.6329;0.7988;28.7982;32.4789;100;-3.40E+38;3.40E+38
559;QUC 4423-2021;233;31.4449;0.9535;28.0747;32.4628;100;-3.40E+38;3.40E+38
560;QUC 4544-2021;535;31.2787;0.8981;27.4494;32.4756;100;-3.40E+38;3.40E+38
561;QUC 3629-2020;715;29.99;0.7121;28.2983;32.4444;100;-3.40E+38;3.40E+38
562;QUC 3556-2018;674;29.6031;0.8252;28.0951;32.4846;100;-3.40E+38;3.40E+38
563;QUC 3489-2018  ;730;29.4962;0.7922;27.3832;32.344;100;-3.40E+38;3.40E+38
564;QUC 3601-2020;740;28.8383;0.7589;26.7372;31.1372;100;-3.40E+38;3.40E+38
565;QUC 3207-2020;708;29.7053;0.9516;27.4403;32.4686;100;-3.40E+38;3.40E+38
566;QUC 4553-2021;647;30.5252;0.8794;28.5998;32.4792;100;-3.40E+38;3.40E+38
567;QUC 3410-2020;692;30.5726;0.9248;27.6988;32.4798;100;-3.40E+38;3.40E+38
568;QUC 3594-2020;715;29.8032;1.2305;26.1985;32.4719;100;-3.40E+38;3.40E+38
569;QUC 3413-2020;751;27.8123;0.6213;26.5698;31.0899;100;-3.40E+38;3.40E+38
570;QUC 3401-2018;760;26.5088;0.6814;25.1626;29.5791;100;-3.40E+38;3.40E+38
571;QUC 3218-2020;760;26.6655;0.6909;24.83;29.2425;100;-3.40E+38;3.40E+38
572;QUC 3328-2019;750;26.1568;0.5949;24.9168;28.0989;100;-3.40E+38;3.40E+38
573;QUC 3543-2020;751;27.2059;0.6376;25.8249;29.3074;100;-3.40E+38;3.40E+38
574;QUC 3643-2020;760;27.1843;0.5004;25.5675;29.6693;100;-3.40E+38;3.40E+38
575;QUC 3518-2022;741;26.9332;0.7159;26.0598;31.6391;100;-3.40E+38;3.40E+38
576;QUC 3663-2020;728;29.0948;0.6877;27.546;32.0422;100;-3.40E+38;3.40E+38
577;QUC 3613-2017;760;26.1654;0.8174;25.115;30.874;100;-3.40E+38;3.40E+38
578;QUC 3305-2019;751;25.9434;0.7554;25.0116;31.0726;100;-3.40E+38;3.40E+38
