Genotipo,Hoja,cara,Chl,Flav,Anth,NBI,temp,Estado Fenológico,Valorgs,Intensity,Hue,Saturation,Lightness,a*,b*,u*,v*,GA,GGA,CSI,Area,Mean,Min,Max,Caracteristica,Ambient Humidity,Ambient Pressure,Ambient Temperature,ECS_tau,ECSt mAU,FmPrime,FoPrime,Fs,FvP_over_FmP,gH+,kP700,leaf angle,Leaf Temperature,Leaf Temperature Differenial,Leaf Temperature Differential,leaf_thickness,LEF,Light Intensity (PAR),NPQt,P700_DIRK_ampl,Phi2,PhiNO,PhiNPQ,PS1 Active Centers,PS1 Open Centers,PS1 Over Reduced Centers,PS1 Oxidized Centers,qL,SPAD,tP700,v_initial_P700,vH+,Latitude,Longitude
QUC 3635-2020,Hoja 1,sup,42018.0,1926.0,0.244,21.81,26.73,1,0.8,0.2942011,89.974655,0.28934216,38.31586,-17.489845,26.35788,-11.495277,29.237436,0.977523186,0.93278778,4.576403616,655,22.825,21.162,26.343,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,45044.0,1652.0,0.201,27.27,26.31,1,0.8,0.24558425,93.93251,0.3103587,32.88191,-17.683147,24.637007,-11.898857,26.080662,0.977464789,0.972589382,0.498780758,684,19.539,18.586,21.384,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,45044.0,1652.0,0.201,27.27,26.31,1,0.8,0.29742256,82.03967,0.4041822,40.198185,-18.293066,32.947945,-10.835472,34.896095,0.97032967,0.615824176,36.53454134,693,20.018,19.525,22.858,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,45044.0,1652.0,0.201,27.27,26.31,1,0.8,0.24348427,89.46835,0.28084618,31.500938,-14.535921,22.11907,-8.813479,23.224281,0.975886525,0.909874523,6.76431127,675,21.336,20.043,23.043,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,45044.0,1652.0,0.201,27.27,26.31,1,0.8,0.2942011,89.974655,0.28934216,38.31586,-17.489845,26.35788,-11.495277,29.237436,0.977523186,0.93278778,4.576403616,655,22.825,21.162,26.343,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,36449.0,1703.0,0.271,21.4,26.81,1,0.8,0.24558425,93.93251,0.3103587,32.88191,-17.683147,24.637007,-11.898857,26.080662,0.977464789,0.972589382,0.498780758,684,19.539,18.586,21.384,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,36449.0,1703.0,0.271,21.4,26.81,1,0.8,0.29742256,82.03967,0.4041822,40.198185,-18.293066,32.947945,-10.835472,34.896095,0.97032967,0.615824176,36.53454134,693,20.018,19.525,22.858,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,36449.0,1703.0,0.271,21.4,26.81,1,0.8,0.24348427,89.46835,0.28084618,31.500938,-14.535921,22.11907,-8.813479,23.224281,0.975886525,0.909874523,6.76431127,675,21.336,20.043,23.043,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,36449.0,1703.0,0.271,21.4,26.81,1,0.8,0.2942011,89.974655,0.28934216,38.31586,-17.489845,26.35788,-11.495277,29.237436,0.977523186,0.93278778,4.576403616,655,22.825,21.162,26.343,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,42945.0,1558.0,0.226,27.56,26.84,1,0.8,0.24558425,93.93251,0.3103587,32.88191,-17.683147,24.637007,-11.898857,26.080662,0.977464789,0.972589382,0.498780758,684,19.539,18.586,21.384,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,42945.0,1558.0,0.226,27.56,26.84,1,0.8,0.29742256,82.03967,0.4041822,40.198185,-18.293066,32.947945,-10.835472,34.896095,0.97032967,0.615824176,36.53454134,693,20.018,19.525,22.858,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,42945.0,1558.0,0.226,27.56,26.84,1,0.8,0.24348427,89.46835,0.28084618,31.500938,-14.535921,22.11907,-8.813479,23.224281,0.975886525,0.909874523,6.76431127,675,21.336,20.043,23.043,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,42945.0,1558.0,0.226,27.56,26.84,1,0.8,0.2942011,89.974655,0.28934216,38.31586,-17.489845,26.35788,-11.495277,29.237436,0.977523186,0.93278778,4.576403616,655,22.825,21.162,26.343,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,42404.0,1811.0,0.23,23.42,26.53,1,0.8,0.24558425,93.93251,0.3103587,32.88191,-17.683147,24.637007,-11.898857,26.080662,0.977464789,0.972589382,0.498780758,684,19.539,18.586,21.384,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,42404.0,1811.0,0.23,23.42,26.53,1,0.8,0.29742256,82.03967,0.4041822,40.198185,-18.293066,32.947945,-10.835472,34.896095,0.97032967,0.615824176,36.53454134,693,20.018,19.525,22.858,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,42404.0,1811.0,0.23,23.42,26.53,1,0.8,0.24348427,89.46835,0.28084618,31.500938,-14.535921,22.11907,-8.813479,23.224281,0.975886525,0.909874523,6.76431127,675,21.336,20.043,23.043,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,42404.0,1811.0,0.23,23.42,26.53,1,0.8,0.2942011,89.974655,0.28934216,38.31586,-17.489845,26.35788,-11.495277,29.237436,0.977523186,0.93278778,4.576403616,655,22.825,21.162,26.343,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,43085.0,1489.0,0.179,28.94,26.59,1,0.8,0.24558425,93.93251,0.3103587,32.88191,-17.683147,24.637007,-11.898857,26.080662,0.977464789,0.972589382,0.498780758,684,19.539,18.586,21.384,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,43085.0,1489.0,0.179,28.94,26.59,1,0.8,0.29742256,82.03967,0.4041822,40.198185,-18.293066,32.947945,-10.835472,34.896095,0.97032967,0.615824176,36.53454134,693,20.018,19.525,22.858,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,43085.0,1489.0,0.179,28.94,26.59,1,0.8,0.24348427,89.46835,0.28084618,31.500938,-14.535921,22.11907,-8.813479,23.224281,0.975886525,0.909874523,6.76431127,675,21.336,20.043,23.043,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,43085.0,1489.0,0.179,28.94,26.59,1,0.8,0.2942011,89.974655,0.28934216,38.31586,-17.489845,26.35788,-11.495277,29.237436,0.977523186,0.93278778,4.576403616,655,22.825,21.162,26.343,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,47137.0,1554.0,0.212,30.33,27.16,1,0.8,0.24558425,93.93251,0.3103587,32.88191,-17.683147,24.637007,-11.898857,26.080662,0.977464789,0.972589382,0.498780758,684,19.539,18.586,21.384,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,47137.0,1554.0,0.212,30.33,27.16,1,0.8,0.29742256,82.03967,0.4041822,40.198185,-18.293066,32.947945,-10.835472,34.896095,0.97032967,0.615824176,36.53454134,693,20.018,19.525,22.858,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,47137.0,1554.0,0.212,30.33,27.16,1,0.8,0.24348427,89.46835,0.28084618,31.500938,-14.535921,22.11907,-8.813479,23.224281,0.975886525,0.909874523,6.76431127,675,21.336,20.043,23.043,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 1,sup,47137.0,1554.0,0.212,30.33,27.16,1,0.8,0.2942011,89.974655,0.28934216,38.31586,-17.489845,26.35788,-11.495277,29.237436,0.977523186,0.93278778,4.576403616,655,22.825,21.162,26.343,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,45836.0,1482.0,0.212,30.92,27.17,1,0.8,0.24558425,93.93251,0.3103587,32.88191,-17.683147,24.637007,-11.898857,26.080662,0.977464789,0.972589382,0.498780758,684,19.539,18.586,21.384,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,45836.0,1482.0,0.212,30.92,27.17,1,0.8,0.29742256,82.03967,0.4041822,40.198185,-18.293066,32.947945,-10.835472,34.896095,0.97032967,0.615824176,36.53454134,693,20.018,19.525,22.858,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,45836.0,1482.0,0.212,30.92,27.17,1,0.8,0.24348427,89.46835,0.28084618,31.500938,-14.535921,22.11907,-8.813479,23.224281,0.975886525,0.909874523,6.76431127,675,21.336,20.043,23.043,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3635-2020,Hoja 2,sup,45836.0,1482.0,0.212,30.92,27.17,1,0.8,0.2942011,89.974655,0.28934216,38.31586,-17.489845,26.35788,-11.495277,29.237436,0.977523186,0.93278778,4.576403616,655,22.825,21.162,26.343,1.0,30.908205000000002,995.9762424999999,29.19,0.0132,-0.0017375,4722.2125,1887.75,3828.2525,0.604,86.27175,259.4622,17590.0,26.19,-3.0,-3.0,0.3125,93.9,1382.3615,2.255,0.00071,0.2025,0.251,0.54625,2.8362499999999997,321.22375,0.025499999999999995,440.48925,0.1805,63.018,0.004575,0.1669637,-0.15025,-1.0047123050605604e+16,-1797813044054393.0
QUC 3531-2018,Hoja 1,sup,44563.0,1840.0,0.225,24.22,26.51,1,0.79,0.33941194,86.9187,0.38578504,46.03618,-22.548292,36.18572,-15.521057,40.26681,0.977472527,0.961538462,1.630129286,693,19.765,19.273,20.434,1.0,31.437255,996.083315,29.03,0.0066749999999999995,-0.00038500000000000003,4250.7675,1861.25,2992.665,0.5349999999999999,159.44175,228.5632,14770.25,26.125,-2.905,-2.905,0.3175,131.1125,1287.2192499999999,3.39725,0.0006850000000000001,0.2605,0.17675,0.5627500000000001,4.154,0.35675,0.0505,0.59325,0.29525,59.70825,0.00445,0.14993962500000002,-0.02800000000000001,-1826753016050756.0,-1797811317922803.0
QUC 3531-2018,Hoja 1,sup,44563.0,1840.0,0.225,24.22,26.51,1,0.79,0.3087708,91.66388,0.22201818,38.71125,-15.439074,22.642296,-10.052722,25.97762,0.977582418,0.899340659,8.003597122,693,22.223,20.89,24.908,1.0,31.437255,996.083315,29.03,0.0066749999999999995,-0.00038500000000000003,4250.7675,1861.25,2992.665,0.5349999999999999,159.44175,228.5632,14770.25,26.125,-2.905,-2.905,0.3175,131.1125,1287.2192499999999,3.39725,0.0006850000000000001,0.2605,0.17675,0.5627500000000001,4.154,0.35675,0.0505,0.59325,0.29525,59.70825,0.00445,0.14993962500000002,-0.02800000000000001,-1826753016050756.0,-1797811317922803.0
QUC 3531-2018,Hoja 2,sup,46012.0,1608.0,0.205,28.61,26.52,1,0.79,0.33941194,86.9187,0.38578504,46.03618,-22.548292,36.18572,-15.521057,40.26681,0.977472527,0.961538462,1.630129286,693,19.765,19.273,20.434,1.0,31.437255,996.083315,29.03,0.0066749999999999995,-0.00038500000000000003,4250.7675,1861.25,2992.665,0.5349999999999999,159.44175,228.5632,14770.25,26.125,-2.905,-2.905,0.3175,131.1125,1287.2192499999999,3.39725,0.0006850000000000001,0.2605,0.17675,0.5627500000000001,4.154,0.35675,0.0505,0.59325,0.29525,59.70825,0.00445,0.14993962500000002,-0.02800000000000001,-1826753016050756.0,-1797811317922803.0
QUC 3531-2018,Hoja 2,sup,46012.0,1608.0,0.205,28.61,26.52,1,0.79,0.3087708,91.66388,0.22201818,38.71125,-15.439074,22.642296,-10.052722,25.97762,0.977582418,0.899340659,8.003597122,693,22.223,20.89,24.908,1.0,31.437255,996.083315,29.03,0.0066749999999999995,-0.00038500000000000003,4250.7675,1861.25,2992.665,0.5349999999999999,159.44175,228.5632,14770.25,26.125,-2.905,-2.905,0.3175,131.1125,1287.2192499999999,3.39725,0.0006850000000000001,0.2605,0.17675,0.5627500000000001,4.154,0.35675,0.0505,0.59325,0.29525,59.70825,0.00445,0.14993962500000002,-0.02800000000000001,-1826753016050756.0,-1797811317922803.0
QUC 3531-2018,Hoja 1,sup,40086.0,1562.0,0.238,25.67,26.24,1,0.79,0.33941194,86.9187,0.38578504,46.03618,-22.548292,36.18572,-15.521057,40.26681,0.977472527,0.961538462,1.630129286,693,19.765,19.273,20.434,1.0,31.437255,996.083315,29.03,0.0066749999999999995,-0.00038500000000000003,4250.7675,1861.25,2992.665,0.5349999999999999,159.44175,228.5632,14770.25,26.125,-2.905,-2.905,0.3175,131.1125,1287.2192499999999,3.39725,0.0006850000000000001,0.2605,0.17675,0.5627500000000001,4.154,0.35675,0.0505,0.59325,0.29525,59.70825,0.00445,0.14993962500000002,-0.02800000000000001,-1826753016050756.0,-1797811317922803.0
QUC 3531-2018,Hoja 1,sup,40086.0,1562.0,0.238,25.67,26.24,1,0.79,0.3087708,91.66388,0.22201818,38.71125,-15.439074,22.642296,-10.052722,25.97762,0.977582418,0.899340659,8.003597122,693,22.223,20.89,24.908,1.0,31.437255,996.083315,29.03,0.0066749999999999995,-0.00038500000000000003,4250.7675,1861.25,2992.665,0.5349999999999999,159.44175,228.5632,14770.25,26.125,-2.905,-2.905,0.3175,131.1125,1287.2192499999999,3.39725,0.0006850000000000001,0.2605,0.17675,0.5627500000000001,4.154,0.35675,0.0505,0.59325,0.29525,59.70825,0.00445,0.14993962500000002,-0.02800000000000001,-1826753016050756.0,-1797811317922803.0
QUC 3531-2018,Hoja 2,sup,48713.0,1841.0,0.212,26.47,26.24,1,0.79,0.33941194,86.9187,0.38578504,46.03618,-22.548292,36.18572,-15.521057,40.26681,0.977472527,0.961538462,1.630129286,693,19.765,19.273,20.434,1.0,31.437255,996.083315,29.03,0.0066749999999999995,-0.00038500000000000003,4250.7675,1861.25,2992.665,0.5349999999999999,159.44175,228.5632,14770.25,26.125,-2.905,-2.905,0.3175,131.1125,1287.2192499999999,3.39725,0.0006850000000000001,0.2605,0.17675,0.5627500000000001,4.154,0.35675,0.0505,0.59325,0.29525,59.70825,0.00445,0.14993962500000002,-0.02800000000000001,-1826753016050756.0,-1797811317922803.0
QUC 3531-2018,Hoja 2,sup,48713.0,1841.0,0.212,26.47,26.24,1,0.79,0.3087708,91.66388,0.22201818,38.71125,-15.439074,22.642296,-10.052722,25.97762,0.977582418,0.899340659,8.003597122,693,22.223,20.89,24.908,1.0,31.437255,996.083315,29.03,0.0066749999999999995,-0.00038500000000000003,4250.7675,1861.25,2992.665,0.5349999999999999,159.44175,228.5632,14770.25,26.125,-2.905,-2.905,0.3175,131.1125,1287.2192499999999,3.39725,0.0006850000000000001,0.2605,0.17675,0.5627500000000001,4.154,0.35675,0.0505,0.59325,0.29525,59.70825,0.00445,0.14993962500000002,-0.02800000000000001,-1826753016050756.0,-1797811317922803.0
QUC 3679-2016,Hoja 1,sup,41968.0,1668.0,0.238,25.16,26.72,1,0.825,0.36215457,84.742546,0.36046988,47.944878,-21.226383,35.788956,-13.905139,40.450428,0.977304965,0.856301146,12.38137769,693,19.552,18.831,20.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3679-2016,Hoja 1,sup,41968.0,1668.0,0.238,25.16,26.72,1,0.825,0.30886474,92.83221,0.2523195,39.60883,-17.54188,25.071602,-11.9729805,28.623869,0.977692308,0.976703297,0.101157694,684,20.913,20.297,21.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3679-2016,Hoja 2,sup,40036.0,1542.0,0.271,25.97,26.71,1,0.825,0.36215457,84.742546,0.36046988,47.944878,-21.226383,35.788956,-13.905139,40.450428,0.977304965,0.856301146,12.38137769,693,19.552,18.831,20.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3679-2016,Hoja 2,sup,40036.0,1542.0,0.271,25.97,26.71,1,0.825,0.30886474,92.83221,0.2523195,39.60883,-17.54188,25.071602,-11.9729805,28.623869,0.977692308,0.976703297,0.101157694,684,20.913,20.297,21.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3679-2016,Hoja 1,sup,47461.0,1594.0,0.21,29.78,25.96,1,0.825,0.36215457,84.742546,0.36046988,47.944878,-21.226383,35.788956,-13.905139,40.450428,0.977304965,0.856301146,12.38137769,693,19.552,18.831,20.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3679-2016,Hoja 1,sup,47461.0,1594.0,0.21,29.78,25.96,1,0.825,0.30886474,92.83221,0.2523195,39.60883,-17.54188,25.071602,-11.9729805,28.623869,0.977692308,0.976703297,0.101157694,684,20.913,20.297,21.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3679-2016,Hoja 2,sup,52046.0,1532.0,0.21,33.97,25.99,1,0.825,0.36215457,84.742546,0.36046988,47.944878,-21.226383,35.788956,-13.905139,40.450428,0.977304965,0.856301146,12.38137769,693,19.552,18.831,20.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3679-2016,Hoja 2,sup,52046.0,1532.0,0.21,33.97,25.99,1,0.825,0.30886474,92.83221,0.2523195,39.60883,-17.54188,25.071602,-11.9729805,28.623869,0.977692308,0.976703297,0.101157694,684,20.913,20.297,21.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
